employee_id,home_area,latitude,longitude,distance_to_workplace_km,walk_to_station_min,waiting_time_min,public_transport_min,transfer_count,station_to_work_min,door_to_door_min,commute_group,connectivity_score,adoption_score,adoption_category
EMP0591,Norderstedt,53.727129,9.977104,2.84,6.6,8.3,19.7,1,10.3,48.9,46–60 min,60.9,59.5,Medium
EMP0592,Hamburg-Nord,53.590114,10.016213,17.36,8.1,4.9,30.2,0,10.3,53.5,46–60 min,61.1,57.3,Medium
EMP0593,Hamburg-Eimsbüttel,53.561733,9.978396,9.78,8.0,6.9,31.2,3,10.6,68.7,>60 min,31.4,32.6,Low
EMP0594,Hamburg-Wandsbek,53.59344,10.070633,32.88,7.9,7.0,47.8,2,6.5,77.3,>60 min,33.7,34.2,Low
EMP0595,Hamburg-Altona,53.55237,9.901568,13.04,10.2,6.9,29.4,0,11.0,57.5,46–60 min,54.9,50.1,Medium
EMP0596,Hamburg-Eimsbüttel,53.58572,9.978285,9.12,5.0,6.6,35.8,1,6.3,57.8,46–60 min,58.9,58.9,Medium
EMP0597,Hamburg-Wandsbek,53.580706,10.075831,40.61,7.8,6.1,41.0,0,7.4,62.2,>60 min,56.9,53.7,Medium
EMP0598,Hamburg-Wandsbek,53.628148,10.046544,14.32,10.2,10.1,45.8,3,12.9,91.0,>60 min,13.3,12.8,Low
EMP0599,Pinneberg,53.618207,9.768718,11.13,8.2,5.4,35.6,1,5.4,58.7,46–60 min,55.9,55.1,Medium
EMP0600,Hamburg-Wandsbek,53.658413,10.018336,27.94,8.3,5.8,33.5,2,10.9,66.6,>60 min,38.0,37.2,Low
EMP0601,Hamburg-Nord,53.662827,10.078453,15.3,7.0,6.7,18.4,1,11.8,47.8,46–60 min,60.0,58.0,Medium
EMP0602,Hamburg-Bergedorf,53.574758,10.220744,31.68,7.8,8.5,40.6,3,6.4,75.4,>60 min,30.1,32.5,Low
EMP0603,Norderstedt,53.649507,9.939108,2.0,4.7,6.0,23.9,1,11.0,49.7,46–60 min,61.5,60.3,Medium
EMP0604,Hamburg-Bergedorf,53.450512,10.266592,25.17,9.1,9.2,58.0,2,3.9,88.3,>60 min,28.9,29.6,Low
EMP0605,Ahrensburg,53.66051,10.2739,36.42,9.1,4.9,49.1,1,7.3,74.4,>60 min,39.8,37.9,Low
EMP0606,Hamburg-Bergedorf,53.549625,10.215946,36.45,7.4,3.3,53.9,0,10.4,75.0,>60 min,43.2,39.0,Low
EMP0607,Hamburg-Harburg,53.518611,9.966487,31.75,8.1,11.2,42.2,2,6.4,76.0,>60 min,34.7,35.2,Low
EMP0608,Hamburg-Altona,53.550273,9.923289,21.94,8.4,6.4,35.1,0,6.0,55.9,46–60 min,63.0,60.2,Medium
EMP0609,Hamburg-Bergedorf,53.432321,10.206214,38.91,5.3,9.1,38.6,0,10.2,63.3,>60 min,55.6,52.3,Medium
EMP0610,Hamburg-Nord,53.602403,10.05504,23.49,9.3,5.0,18.8,0,7.8,40.8,31–45 min,73.2,70.0,Medium
EMP0611,Hamburg-Nord,53.604563,10.045108,3.71,4.2,6.5,35.8,1,4.9,55.4,46–60 min,63.2,63.9,Medium
EMP0612,Hamburg-Wandsbek,53.549919,10.068983,22.44,6.7,8.3,29.0,1,7.3,55.2,46–60 min,58.5,57.8,Medium
EMP0613,Ahrensburg,53.674101,10.251022,23.43,3.2,8.8,54.9,0,5.0,71.8,>60 min,55.7,54.4,Medium
EMP0614,Pinneberg,53.642389,9.804928,16.43,1.0,10.5,39.6,2,8.6,67.7,>60 min,46.7,48.8,Medium
EMP0615,Hamburg-Eimsbüttel,53.59459,9.985487,22.56,7.4,6.8,34.7,0,12.6,61.5,>60 min,52.6,48.0,Medium
EMP0616,Hamburg-Bergedorf,53.541767,10.224714,40.33,9.8,5.1,57.9,0,8.5,81.3,>60 min,37.4,32.9,Low
EMP0617,Hamburg-Bergedorf,53.48424,10.201748,31.99,6.6,4.4,54.4,0,12.4,77.8,>60 min,39.7,35.1,Low
EMP0618,Hamburg-Eimsbüttel,53.593896,9.951949,14.34,8.4,8.4,29.0,1,8.8,58.6,46–60 min,52.4,50.6,Medium
EMP0619,Hamburg-Altona,53.559475,9.939912,24.27,4.3,7.9,35.2,0,10.0,57.4,46–60 min,61.8,59.0,Medium
EMP0620,Hamburg-Altona,53.545537,9.915148,18.51,5.0,5.4,27.0,1,2.8,44.2,31–45 min,73.9,75.2,High
EMP0621,Hamburg-Bergedorf,53.45808,10.260368,25.39,7.0,6.4,53.3,1,13.2,83.9,>60 min,27.9,24.6,Low
EMP0622,Hamburg-Nord,53.636039,10.033537,11.76,6.7,2.0,29.7,0,4.7,43.1,31–45 min,76.8,75.3,High
EMP0623,Pinneberg,53.651019,9.802692,23.84,14.7,6.8,51.6,1,11.8,88.9,>60 min,21.1,15.9,Low
EMP0624,Hamburg-Nord,53.566333,9.985582,2.0,6.1,6.2,24.8,1,9.2,50.3,46–60 min,61.5,60.4,Medium
EMP0625,Ahrensburg,53.680242,10.262484,27.65,5.4,8.6,45.8,1,9.2,73.0,>60 min,42.7,41.4,Medium
EMP0626,Hamburg-Nord,53.64458,10.067142,10.17,10.8,4.4,40.2,0,9.1,64.5,>60 min,50.2,45.6,Medium
EMP0627,Hamburg-Bergedorf,53.507746,10.248779,20.65,3.6,5.9,38.6,1,12.2,64.4,>60 min,48.8,47.2,Medium
EMP0628,Hamburg-Altona,53.519433,9.92725,20.03,11.2,6.1,33.7,2,6.7,65.6,>60 min,40.2,39.9,Low
EMP0629,Hamburg-Nord,53.605027,10.019777,9.28,7.6,4.5,30.5,0,6.0,48.7,46–60 min,69.9,67.5,Medium
EMP0630,Hamburg-Harburg,53.417726,9.958844,25.77,2.8,6.0,41.4,2,9.4,67.5,>60 min,44.3,45.7,Medium
EMP0631,Norderstedt,53.646005,9.944925,10.51,9.8,4.8,12.8,0,12.5,39.9,31–45 min,68.8,64.1,Medium
EMP0632,Hamburg-Harburg,53.444027,10.005337,27.15,9.5,5.8,41.4,0,2.2,58.9,46–60 min,63.2,61.2,Medium
EMP0633,Hamburg-Altona,53.588437,9.916682,24.72,8.9,8.4,34.3,0,6.1,57.7,46–60 min,61.0,58.0,Medium
EMP0634,Hamburg-Eimsbüttel,53.592996,9.916392,17.34,6.4,10.8,30.9,3,7.3,67.4,>60 min,37.4,40.1,Medium
EMP0635,Hamburg-Altona,53.553917,9.985512,19.63,7.6,4.3,39.0,1,7.8,62.7,>60 min,50.7,49.3,Medium
EMP0636,Hamburg-Altona,53.594567,9.946775,13.46,9.7,6.2,33.7,1,8.2,62.0,>60 min,48.7,46.6,Medium
EMP0637,Hamburg-Wandsbek,53.572468,10.064118,24.03,5.9,5.2,42.1,1,7.7,64.8,>60 min,50.8,49.9,Medium
EMP0638,Hamburg-Wandsbek,53.565155,10.043463,20.56,4.0,10.6,36.6,3,8.2,71.4,>60 min,35.5,38.6,Low
EMP0639,Hamburg-Bergedorf,53.468395,10.195704,34.92,6.2,3.2,41.7,1,8.1,63.2,>60 min,51.4,50.4,Medium
EMP0640,Hamburg-Harburg,53.514006,10.053323,17.14,4.7,8.6,56.0,1,9.3,82.6,>60 min,35.1,33.7,Low
EMP0641,Hamburg-Bergedorf,53.453118,10.218974,29.32,1.0,8.1,42.2,1,7.7,63.1,>60 min,57.1,57.7,Medium
EMP0642,Hamburg-Harburg,53.471443,10.033184,25.61,9.5,6.2,31.8,1,4.4,56.0,46–60 min,57.8,57.0,Medium
EMP0643,Hamburg-Altona,53.57658,9.90241,9.67,9.7,4.5,22.9,0,3.4,40.6,31–45 min,77.3,75.2,High
EMP0644,Hamburg-Eimsbüttel,53.547819,9.942767,13.01,12.5,7.7,30.0,1,13.5,67.7,>60 min,35.9,31.2,Low
EMP0645,Hamburg-Wandsbek,53.584965,10.062843,15.9,6.6,11.2,45.6,2,7.0,78.5,>60 min,33.5,34.2,Low
EMP0646,Hamburg-Harburg,53.431538,9.950253,29.11,7.0,4.2,57.0,0,10.4,78.6,>60 min,40.7,36.5,Low
EMP0647,Hamburg-Altona,53.534444,9.893094,26.73,4.6,9.5,36.0,1,6.7,60.8,>60 min,56.5,56.4,Medium
EMP0648,Hamburg-Nord,53.637544,10.016985,2.0,9.4,8.7,38.9,0,2.0,58.9,46–60 min,63.4,61.5,Medium
EMP0649,Hamburg-Wandsbek,53.557764,10.131808,30.84,7.0,6.8,42.8,3,3.9,72.4,>60 min,35.9,39.4,Low
EMP0650,Hamburg-Altona,53.547681,9.91105,24.18,9.6,5.8,31.5,1,9.0,59.9,46–60 min,49.9,47.7,Medium
EMP0651,Hamburg-Nord,53.656398,10.046514,22.41,9.8,2.6,33.9,0,7.8,54.1,46–60 min,61.3,57.6,Medium
EMP0652,Norderstedt,53.65504,9.997955,17.61,4.8,7.9,33.1,2,7.1,60.9,>60 min,50.2,51.8,Medium
EMP0653,Hamburg-Wandsbek,53.583895,10.039605,28.93,14.2,12.6,35.9,3,8.1,82.8,>60 min,15.7,15.5,Low
EMP0654,Hamburg-Eimsbüttel,53.565615,9.958892,20.47,12.6,6.8,23.2,2,6.9,57.4,46–60 min,45.6,45.0,Medium
EMP0655,Hamburg-Harburg,53.486516,9.976305,25.14,5.8,11.0,60.4,2,8.2,93.4,>60 min,28.0,28.4,Low
EMP0656,Hamburg-Eimsbüttel,53.576249,9.923133,13.23,9.8,10.2,28.4,3,10.0,70.4,>60 min,28.7,29.5,Low
EMP0657,Hamburg-Harburg,53.451137,9.949833,24.3,8.7,5.3,40.7,0,8.1,62.8,>60 min,54.6,51.0,Medium
EMP0658,Hamburg-Eimsbüttel,53.59801,9.921543,17.23,15.0,9.0,34.2,3,11.2,81.4,>60 min,12.9,11.6,Low
EMP0659,Hamburg-Wandsbek,53.647096,10.052336,21.38,9.2,7.8,40.8,0,8.0,65.8,>60 min,51.7,47.9,Medium
EMP0660,Hamburg-Eimsbüttel,53.498428,9.981811,2.0,10.2,4.4,29.4,0,7.8,51.8,46–60 min,62.8,59.1,Medium
EMP0661,Hamburg-Eimsbüttel,53.630988,9.961957,25.89,11.7,6.0,31.9,2,13.7,71.2,>60 min,28.0,25.3,Low
EMP0662,Norderstedt,53.717177,9.98239,2.0,6.0,9.8,34.4,3,4.1,66.2,>60 min,42.0,45.8,Medium
EMP0663,Hamburg-Altona,53.552031,9.938637,17.08,11.5,4.7,32.9,1,7.4,60.5,>60 min,49.1,46.7,Medium
EMP0664,Hamburg-Altona,53.548221,9.904085,20.97,2.9,4.6,40.4,0,7.3,55.1,46–60 min,67.9,66.4,Medium
EMP0665,Hamburg-Eimsbüttel,53.577307,9.91991,10.9,7.9,7.8,23.6,2,11.0,58.3,46–60 min,45.5,45.0,Medium
EMP0666,Hamburg-Wandsbek,53.555729,10.106584,24.8,4.9,3.5,29.5,0,3.6,41.5,31–45 min,81.1,80.5,High
EMP0667,Hamburg-Harburg,53.519145,9.931111,32.11,4.9,5.3,45.4,1,8.1,67.8,>60 min,48.7,48.0,Medium
EMP0668,Pinneberg,53.629435,9.794995,26.42,5.5,2.4,36.7,0,7.3,51.8,46–60 min,68.1,65.9,Medium
EMP0669,Hamburg-Eimsbüttel,53.580131,9.914964,11.46,11.1,4.5,24.2,0,7.9,47.8,46–60 min,65.3,61.3,Medium
EMP0670,Hamburg-Nord,53.604224,10.017271,8.71,10.4,5.0,31.5,1,8.3,59.4,46–60 min,50.2,47.9,Medium
EMP0671,Hamburg-Altona,53.610665,9.95778,27.2,5.5,5.3,29.5,0,2.0,42.3,31–45 min,81.0,80.5,High
EMP0672,Hamburg-Wandsbek,53.583553,10.068176,20.77,12.1,7.9,51.7,1,10.3,86.0,>60 min,25.1,21.1,Low
EMP0673,Pinneberg,53.67639,9.836445,16.68,9.9,8.4,38.5,0,5.8,62.6,>60 min,56.0,52.7,Medium
EMP0674,Hamburg-Wandsbek,53.544098,10.069898,30.55,8.9,6.9,28.1,1,12.3,60.2,>60 min,47.0,43.9,Medium
EMP0675,Hamburg-Wandsbek,53.546925,10.094123,14.67,12.3,8.6,42.5,3,2.4,77.8,>60 min,27.5,29.7,Low
EMP0676,Hamburg-Eimsbüttel,53.575855,9.967405,14.34,4.7,7.2,26.7,1,10.2,52.8,46–60 min,59.7,58.7,Medium
EMP0677,Norderstedt,53.667735,9.96702,2.0,9.2,5.9,13.6,0,7.1,35.9,31–45 min,78.1,75.3,High
EMP0678,Hamburg-Nord,53.60473,9.976361,10.0,7.4,2.0,35.7,0,5.7,50.7,46–60 min,68.7,66.4,Medium
EMP0679,Hamburg-Altona,53.566646,9.910787,28.87,6.2,3.7,30.9,0,6.8,47.5,46–60 min,71.6,69.4,Medium
EMP0680,Hamburg-Eimsbüttel,53.612289,9.982272,16.25,8.3,3.5,41.7,1,8.4,65.9,>60 min,46.7,44.9,Medium
EMP0681,Hamburg-Altona,53.539831,9.921212,20.47,8.6,8.4,38.1,0,7.2,62.2,>60 min,56.2,52.9,Medium
EMP0682,Hamburg-Altona,53.612548,9.922241,7.09,4.4,10.3,27.4,2,9.7,59.8,46–60 min,49.1,50.0,Medium
EMP0683,Hamburg-Altona,53.604826,9.95067,23.11,8.4,7.0,39.8,0,9.7,64.9,>60 min,51.5,47.5,Medium
EMP0684,Hamburg-Nord,53.589346,10.038772,18.37,13.9,8.1,15.6,2,10.7,56.2,46–60 min,41.5,39.4,Low
EMP0685,Hamburg-Wandsbek,53.572193,10.081708,27.77,7.2,9.9,41.5,3,12.7,83.4,>60 min,17.4,17.9,Low
EMP0686,Hamburg-Eimsbüttel,53.605686,9.975979,18.02,11.5,3.2,36.7,0,2.0,53.4,46–60 min,66.0,63.5,Medium
EMP0687,Hamburg-Nord,53.635136,10.018736,8.19,7.6,3.6,36.9,0,10.6,58.8,46–60 min,56.7,52.7,Medium
EMP0688,Ahrensburg,53.673872,10.230733,16.15,4.9,9.0,50.7,1,2.9,71.4,>60 min,50.6,51.3,Medium
EMP0689,Hamburg-Bergedorf,53.499646,10.237069,29.18,9.1,6.1,37.4,1,11.7,68.3,>60 min,40.4,37.3,Low
EMP0690,Hamburg-Nord,53.565175,10.016558,13.12,9.7,7.3,22.1,0,9.7,48.9,46–60 min,63.9,59.8,Medium
EMP0691,Hamburg-Eimsbüttel,53.533855,9.958787,17.0,8.6,6.2,29.1,0,4.6,48.5,46–60 min,70.6,68.4,Medium
EMP0692,Norderstedt,53.693699,9.980232,7.11,5.8,5.4,18.9,1,9.5,43.7,31–45 min,66.9,66.0,Medium
EMP0693,Hamburg-Eimsbüttel,53.5405,9.971067,18.53,6.7,13.1,52.1,1,6.9,82.8,>60 min,35.3,34.0,Low
EMP0694,Hamburg-Eimsbüttel,53.563889,9.965284,18.61,5.3,9.9,30.3,2,10.7,64.3,>60 min,43.3,43.5,Medium
EMP0695,Norderstedt,53.658719,9.982748,7.82,9.6,7.0,36.4,1,8.4,65.4,>60 min,45.7,43.5,Medium
EMP0696,Hamburg-Nord,53.568984,10.073722,13.0,8.7,7.8,32.7,1,6.8,59.9,46–60 min,53.0,51.7,Medium
EMP0697,Hamburg-Bergedorf,53.500554,10.221237,38.32,7.6,8.1,45.3,0,7.8,68.7,>60 min,51.2,47.8,Medium
EMP0698,Hamburg-Wandsbek,53.56333,10.104855,25.62,9.9,8.4,36.5,2,8.2,71.0,>60 min,35.5,35.0,Low
EMP0699,Hamburg-Wandsbek,53.628939,10.06003,17.81,5.3,4.6,33.8,1,6.3,53.9,46–60 min,62.0,62.0,Medium
EMP0700,Hamburg-Eimsbüttel,53.561891,9.929626,16.44,7.4,7.6,38.7,1,5.0,62.6,>60 min,53.8,53.3,Medium
EMP0701,Hamburg-Eimsbüttel,53.579441,9.939613,9.23,11.9,4.4,26.5,0,10.3,53.0,46–60 min,57.7,52.7,Medium
EMP0702,Hamburg-Eimsbüttel,53.589422,9.945427,15.61,5.1,9.3,19.5,2,3.6,45.5,46–60 min,66.6,69.5,Medium
EMP0703,Hamburg-Altona,53.583876,9.901321,17.97,5.6,8.3,23.9,1,8.3,50.2,46–60 min,62.8,62.1,Medium
EMP0704,Norderstedt,53.682758,10.012469,18.03,4.0,5.1,31.4,0,9.1,49.6,46–60 min,69.7,67.5,Medium
EMP0705,Hamburg-Eimsbüttel,53.597661,9.937467,18.56,5.2,3.9,13.3,1,9.3,35.6,31–45 min,74.8,74.3,High
EMP0706,Hamburg-Nord,53.660231,9.998418,10.16,5.1,5.2,22.3,0,6.6,39.1,31–45 min,80.0,78.5,High
EMP0707,Hamburg-Bergedorf,53.466102,10.246558,32.53,12.2,9.1,48.6,2,4.9,82.7,>60 min,26.5,26.0,Low
EMP0708,Hamburg-Bergedorf,53.476136,10.199094,42.97,13.6,8.3,52.5,3,9.4,95.9,>60 min,13.5,13.0,Low
EMP0709,Hamburg-Nord,53.598106,10.066196,15.26,11.5,3.4,26.4,1,5.2,50.4,46–60 min,60.0,58.5,Medium
EMP0710,Hamburg-Nord,53.618109,10.013252,6.86,6.2,7.3,44.2,1,11.2,72.8,>60 min,40.1,38.0,Low
EMP0711,Pinneberg,53.663881,9.789029,17.29,7.3,5.4,40.6,1,8.1,65.4,>60 min,48.4,47.0,Medium
EMP0712,Hamburg-Wandsbek,53.568087,10.079448,23.06,9.0,8.0,32.2,2,2.6,59.7,46–60 min,51.6,53.3,Medium
EMP0713,Hamburg-Harburg,53.47519,9.966414,36.33,4.4,12.1,37.5,3,7.5,73.5,>60 min,34.1,37.2,Low
EMP0714,Norderstedt,53.732417,9.959426,15.02,2.9,7.7,22.5,2,11.4,52.5,46–60 min,54.9,56.0,Medium
EMP0715,Hamburg-Bergedorf,53.530037,10.212782,18.86,6.5,9.1,38.2,2,4.9,66.7,>60 min,45.7,47.3,Medium
EMP0716,Hamburg-Altona,53.520972,9.939425,21.2,9.6,6.6,45.0,1,9.9,75.0,>60 min,36.1,33.3,Low
EMP0717,Hamburg-Nord,53.647064,10.018773,9.22,6.9,4.2,35.4,0,4.0,50.4,46–60 min,71.2,69.6,Medium
EMP0718,Hamburg-Altona,53.570187,9.893593,24.12,8.2,6.3,37.7,0,6.7,58.9,46–60 min,59.9,56.9,Medium
EMP0719,Hamburg-Wandsbek,53.576022,10.07757,13.92,5.4,2.0,32.2,0,7.4,46.9,46–60 min,72.3,70.2,High
EMP0720,Ahrensburg,53.644109,10.232297,23.46,5.6,6.7,40.5,3,8.2,73.1,>60 min,32.4,34.9,Low
EMP0721,Hamburg-Nord,53.637228,9.997075,15.43,5.8,2.0,19.3,0,9.1,36.2,31–45 min,79.3,76.9,High
EMP0722,Hamburg-Nord,53.55327,10.002523,10.36,8.1,12.1,42.4,1,8.6,75.1,>60 min,38.9,36.9,Low
EMP0723,Hamburg-Altona,53.512353,9.928157,9.5,1.0,8.3,40.5,1,8.7,62.5,>60 min,56.5,56.8,Medium
EMP0724,Ahrensburg,53.680167,10.198842,25.2,5.7,7.6,33.9,1,7.1,58.3,46–60 min,56.9,56.4,Medium
EMP0725,Hamburg-Altona,53.574584,9.905581,28.67,9.5,9.2,32.7,1,7.0,62.4,>60 min,49.9,48.2,Medium
EMP0726,Hamburg-Altona,53.539275,9.950747,14.83,1.4,7.3,34.9,0,11.2,54.9,46–60 min,65.6,63.3,Medium
EMP0727,Hamburg-Eimsbüttel,53.547356,9.969083,2.0,4.7,8.0,40.7,2,7.7,69.1,>60 min,42.8,44.1,Medium
EMP0728,Hamburg-Altona,53.550427,9.945527,16.14,3.3,3.8,36.7,0,7.0,50.9,46–60 min,71.3,69.8,Medium
EMP0729,Hamburg-Nord,53.635191,10.024469,9.6,7.5,7.4,23.6,1,11.1,53.7,46–60 min,55.1,53.0,Medium
EMP0730,Hamburg-Nord,53.579311,10.025426,15.81,10.4,8.9,33.0,1,8.6,64.9,>60 min,45.3,42.8,Medium
EMP0731,Hamburg-Eimsbüttel,53.599059,9.944744,18.79,1.0,10.2,39.7,3,6.3,69.1,>60 min,41.6,46.0,Medium
EMP0732,Hamburg-Altona,53.536595,9.881283,21.32,7.5,9.0,32.4,3,4.0,64.8,>60 min,41.8,45.2,Medium
EMP0733,Hamburg-Altona,53.530206,9.879861,21.38,10.8,3.8,29.6,0,2.0,46.2,46–60 min,72.9,70.8,High
EMP0734,Hamburg-Eimsbüttel,53.578957,9.974011,17.81,5.6,2.6,25.8,0,5.8,39.7,31–45 min,79.8,78.4,High
EMP0735,Hamburg-Altona,53.563326,9.947935,4.17,7.6,2.0,32.6,0,10.4,52.6,46–60 min,62.2,58.5,Medium
EMP0736,Hamburg-Wandsbek,53.645156,10.068904,25.57,9.4,5.8,49.9,0,6.4,71.6,>60 min,48.1,44.6,Medium
EMP0737,Hamburg-Altona,53.561751,9.89593,38.7,6.0,5.9,46.4,0,3.5,61.9,>60 min,62.8,61.3,Medium
EMP0738,Hamburg-Eimsbüttel,53.582471,9.944363,25.56,7.4,3.7,28.8,1,5.1,49.0,46–60 min,65.3,65.1,Medium
EMP0739,Hamburg-Eimsbüttel,53.579068,9.94449,20.52,10.3,7.8,34.2,1,9.4,65.7,>60 min,43.8,41.1,Medium
EMP0740,Hamburg-Nord,53.599384,10.005233,7.15,12.6,3.8,33.1,0,6.6,56.1,46–60 min,58.1,53.9,Medium
EMP0741,Hamburg-Altona,53.571239,9.918255,4.4,3.6,6.1,36.1,0,6.0,51.9,46–60 min,71.1,69.9,Medium
EMP0742,Hamburg-Altona,53.584566,9.963197,19.88,9.4,9.2,32.5,1,8.0,63.0,>60 min,48.6,46.6,Medium
EMP0743,Hamburg-Harburg,53.426291,10.014383,39.86,10.0,5.6,53.9,2,2.6,80.2,>60 min,33.0,33.9,Low
EMP0744,Hamburg-Altona,53.540137,9.962759,13.5,8.4,5.0,33.6,0,6.7,53.7,46–60 min,64.2,61.3,Medium
EMP0745,Hamburg-Nord,53.57503,10.075434,11.0,8.8,8.0,36.8,1,3.6,61.1,>60 min,55.1,54.7,Medium
EMP0746,Hamburg-Nord,53.58964,10.059803,2.73,7.9,4.0,26.8,0,7.8,46.4,46–60 min,69.8,66.9,Medium
EMP0747,Hamburg-Eimsbüttel,53.554203,9.950113,17.98,10.5,6.2,43.0,1,7.2,70.9,>60 min,41.4,39.1,Low
EMP0748,Hamburg-Nord,53.638802,10.018694,9.11,8.9,7.2,28.5,2,2.9,55.6,46–60 min,54.8,56.5,Medium
EMP0749,Hamburg-Bergedorf,53.438373,10.196171,35.16,13.4,4.3,44.7,0,10.0,72.4,>60 min,40.0,34.1,Low
EMP0750,Hamburg-Harburg,53.409118,9.979409,9.99,9.4,2.7,27.4,1,11.7,55.2,46–60 min,51.5,48.6,Medium
EMP0751,Hamburg-Eimsbüttel,53.580769,9.930271,16.2,7.8,4.2,27.6,0,9.9,49.5,46–60 min,65.2,61.6,Medium
EMP0752,Hamburg-Eimsbüttel,53.598153,10.003569,11.83,10.7,6.2,25.0,1,6.1,52.1,46–60 min,58.3,56.7,Medium
EMP0753,Hamburg-Eimsbüttel,53.569876,9.934345,8.3,8.6,5.1,40.3,0,11.7,65.7,>60 min,48.7,44.0,Medium
EMP0754,Hamburg-Nord,53.587616,9.974418,2.0,6.8,4.8,27.7,0,5.8,45.0,46–60 min,74.1,72.2,High
EMP0755,Hamburg-Wandsbek,53.610968,10.108631,15.17,8.7,5.6,40.1,1,9.5,67.9,>60 min,43.5,41.1,Medium
EMP0756,Hamburg-Eimsbüttel,53.567452,9.952277,2.0,10.8,7.6,41.4,2,6.2,74.0,>60 min,33.9,33.7,Low
EMP0757,Hamburg-Eimsbüttel,53.611951,9.93248,22.19,6.8,5.4,22.7,1,13.3,52.1,46–60 min,55.1,52.6,Medium
EMP0758,Norderstedt,53.694266,9.998733,2.0,3.8,3.7,32.5,1,4.5,48.5,46–60 min,69.8,70.9,High
EMP0759,Hamburg-Altona,53.54322,9.931139,13.49,1.8,7.8,46.9,1,7.0,67.6,>60 min,53.1,53.6,Medium
EMP0760,Hamburg-Nord,53.609231,10.036855,9.38,5.1,7.2,42.1,0,5.1,59.4,46–60 min,64.1,62.6,Medium
EMP0761,Hamburg-Wandsbek,53.614899,10.10178,20.64,6.2,2.0,21.6,0,9.7,39.5,31–45 min,75.4,72.6,High
EMP0762,Hamburg-Altona,53.491042,9.934603,21.12,4.1,7.6,28.5,0,4.5,44.7,31–45 min,78.4,77.6,High
EMP0763,Hamburg-Altona,53.53465,9.949374,14.28,8.9,8.3,38.2,2,7.2,70.6,>60 min,37.8,37.9,Low
EMP0764,Hamburg-Altona,53.535786,9.927751,27.38,12.3,6.4,38.4,1,7.9,69.0,>60 min,40.6,37.7,Low
EMP0765,Norderstedt,53.698667,9.99169,6.61,9.2,2.8,13.1,0,7.7,32.9,31–45 min,80.1,77.2,High
EMP0766,Hamburg-Altona,53.538337,9.888505,17.87,7.4,8.8,32.1,3,7.4,67.8,>60 min,35.9,38.2,Low
EMP0767,Hamburg-Altona,53.525918,9.951869,28.66,7.5,7.7,43.4,3,6.8,77.4,>60 min,28.3,30.6,Low
EMP0768,Hamburg-Altona,53.563761,9.93843,12.44,10.9,6.7,23.0,0,7.6,48.2,46–60 min,65.5,61.7,Medium
EMP0769,Hamburg-Altona,53.571463,9.903912,3.5,9.1,5.2,26.5,1,9.4,54.3,46–60 min,54.7,52.6,Medium
EMP0770,Hamburg-Wandsbek,53.547826,10.079712,31.52,9.4,5.3,38.1,0,12.2,65.0,>60 min,48.0,42.9,Medium
EMP0771,Hamburg-Eimsbüttel,53.588815,9.979792,17.69,10.0,10.7,41.2,1,7.4,73.4,>60 min,39.5,37.3,Low
EMP0772,Hamburg-Nord,53.604283,9.997409,2.0,4.4,6.5,40.1,1,4.1,59.1,46–60 min,60.7,61.5,Medium
EMP0773,Hamburg-Wandsbek,53.659137,10.02076,29.47,10.8,9.3,42.6,2,11.0,81.6,>60 min,22.7,20.9,Low
EMP0774,Hamburg-Harburg,53.418142,9.978543,25.84,6.8,7.5,46.4,3,5.8,78.4,>60 min,29.1,31.9,Low
EMP0775,Hamburg-Altona,53.551789,9.956367,16.62,7.5,8.0,41.0,2,5.6,70.1,>60 min,41.2,42.2,Medium
EMP0776,Hamburg-Harburg,53.420378,9.935715,37.13,6.8,8.1,38.5,2,9.6,70.9,>60 min,37.3,37.3,Low
EMP0777,Hamburg-Wandsbek,53.564097,10.137763,19.68,6.2,5.5,26.9,1,3.8,46.5,46–60 min,69.9,70.6,High
EMP0778,Hamburg-Altona,53.57738,9.967466,16.84,5.8,9.1,40.4,0,4.0,59.3,46–60 min,64.7,63.2,Medium
EMP0779,Hamburg-Bergedorf,53.396225,10.245839,23.23,6.4,2.2,53.9,0,5.8,68.3,>60 min,54.6,52.2,Medium
EMP0780,Hamburg-Harburg,53.523088,9.979399,31.5,7.2,8.2,31.5,2,7.5,62.4,>60 min,46.1,46.8,Medium
EMP0781,Hamburg-Eimsbüttel,53.526143,9.993401,11.32,11.3,6.5,18.6,1,5.5,46.0,46–60 min,63.5,62.1,Medium
EMP0782,Norderstedt,53.698621,9.99983,3.75,4.4,5.0,29.2,1,3.1,45.7,46–60 min,72.6,73.8,High
EMP0783,Hamburg-Nord,53.627975,10.021265,3.33,10.3,6.2,34.2,1,7.7,62.5,>60 min,48.2,46.1,Medium
EMP0784,Hamburg-Wandsbek,53.526652,10.075114,19.63,6.8,7.1,26.6,1,11.8,56.3,46–60 min,53.0,50.8,Medium
EMP0785,Pinneberg,53.660439,9.81563,12.4,9.0,12.4,38.4,3,10.0,81.8,>60 min,19.8,20.6,Low
EMP0786,Hamburg-Eimsbüttel,53.55971,9.969102,26.38,5.5,9.2,32.6,3,12.8,72.2,>60 min,28.7,30.0,Low
EMP0787,Hamburg-Harburg,53.452943,9.9773,27.56,9.5,8.3,46.7,2,4.8,77.3,>60 min,33.9,34.4,Low
